                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    433,                0.74375,                0.59094,                 1.1397,                0.77304,                0.72708,                0.75467,                0.62449,                0.82932,                0.52717,                 1.1924,              0.0046664,              0.0046664,              0.0046664
                    434,                0.73798,                0.59928,                 1.1409,                0.77339,                0.72696,                0.75488,                0.62444,                0.82942,                0.52706,                 1.1923,               0.004654,               0.004654,               0.004654
                    435,                0.73608,                0.59124,                 1.1397,                0.77234,                0.72779,                 0.7548,                 0.6245,                0.82946,                0.52715,                 1.1923,              0.0046416,              0.0046416,              0.0046416
                    436,                0.73012,                0.57788,                 1.1354,                0.77268,                0.72741,                0.75491,                0.62434,                0.82945,                0.52726,                 1.1922,              0.0046293,              0.0046293,              0.0046293
                    437,                0.73635,                0.59158,                 1.1357,                0.77523,                0.72612,                 0.7551,                0.62391,                0.82935,                0.52778,                 1.1922,              0.0046169,              0.0046169,              0.0046169
                    438,                0.74101,                0.58835,                 1.1428,                0.77756,                0.72732,                0.75502,                0.62441,                0.82907,                0.52794,                 1.1919,              0.0046045,              0.0046045,              0.0046045
                    439,                 0.7395,                 0.5909,                 1.1356,                0.77798,                 0.7264,                0.75522,                0.62469,                 0.8291,                0.52821,                  1.192,              0.0045921,              0.0045921,              0.0045921
                    440,                0.73811,                0.58967,                 1.1359,                 0.7778,                 0.7263,                0.75529,                0.62486,                0.82925,                0.52806,                 1.1919,              0.0045798,              0.0045798,              0.0045798
                    441,                0.73413,                0.58168,                  1.135,                0.77752,                  0.726,                0.75508,                0.62441,                0.82937,                0.52821,                 1.1919,              0.0045674,              0.0045674,              0.0045674
                    442,                0.74513,                0.58705,                  1.142,                0.77896,                0.72575,                0.75532,                0.62516,                0.82925,                0.52854,                 1.1918,               0.004555,               0.004555,               0.004555
                    443,                0.74325,                0.59045,                 1.1383,                0.77846,                0.72541,                  0.755,                 0.6247,                0.82927,                0.52871,                 1.1917,              0.0045426,              0.0045426,              0.0045426
                    444,                0.73977,                0.58714,                 1.1386,                0.77993,                0.72466,                0.75539,                0.62475,                0.82896,                0.52875,                 1.1914,              0.0045303,              0.0045303,              0.0045303
                    445,                0.72649,                0.58158,                 1.1323,                 0.7806,                 0.7246,                0.75545,                0.62481,                0.82896,                0.52942,                 1.1913,              0.0045179,              0.0045179,              0.0045179
                    446,                0.73643,                0.58857,                 1.1367,                0.78341,                0.72668,                0.75817,                0.62501,                0.82899,                0.52937,                 1.1913,              0.0045055,              0.0045055,              0.0045055
                    447,                0.73019,                0.57585,                 1.1313,                0.78028,                0.72494,                0.75546,                0.62511,                0.82904,                0.52971,                 1.1912,              0.0044931,              0.0044931,              0.0044931
                    448,                 0.7329,                0.57992,                 1.1356,                0.78158,                0.72625,                0.75848,                0.62486,                0.82888,                0.52974,                 1.1911,              0.0044808,              0.0044808,              0.0044808
                    449,                0.73164,                0.58485,                 1.1338,                0.78179,                0.72621,                0.75844,                0.62508,                0.82875,                0.52987,                 1.1908,              0.0044684,              0.0044684,              0.0044684
                    450,                0.72528,                0.57803,                 1.1301,                 0.7825,                0.72653,                0.75865,                0.62529,                0.82879,                0.52971,                 1.1907,               0.004456,               0.004456,               0.004456
                    451,                0.72582,                0.58459,                 1.1333,                0.78104,                0.72477,                0.75574,                0.62552,                0.82891,                0.52996,                 1.1909,              0.0044436,              0.0044436,              0.0044436
                    452,                0.73187,                0.58521,                 1.1342,                0.78566,                0.72799,                0.75868,                0.62576,                0.82897,                 0.5303,                 1.1908,              0.0044313,              0.0044313,              0.0044313
                    453,                0.74036,                0.58567,                 1.1393,                0.78648,                0.72758,                0.75871,                0.62585,                0.82885,                0.53038,                 1.1905,              0.0044189,              0.0044189,              0.0044189
                    454,                0.72051,                0.57309,                 1.1257,                0.78666,                 0.7272,                0.75894,                0.62584,                0.82898,                0.53024,                 1.1905,              0.0044065,              0.0044065,              0.0044065
                    455,                 0.7331,                0.59093,                 1.1331,                0.78559,                0.72423,                0.75606,                0.62523,                0.82901,                0.53065,                 1.1904,              0.0043941,              0.0043941,              0.0043941
                    456,                0.72892,                0.58467,                 1.1341,                0.78645,                0.72672,                 0.7587,                 0.6256,                0.82922,                0.53091,                 1.1904,              0.0043818,              0.0043818,              0.0043818
                    457,                0.72471,                0.57844,                 1.1245,                0.78565,                0.72715,                0.75853,                0.62551,                0.82894,                0.53118,                 1.1903,              0.0043694,              0.0043694,              0.0043694
                    458,                0.73073,                 0.5818,                 1.1294,                0.78523,                0.72741,                0.75893,                0.62631,                0.82915,                0.53161,                 1.1902,               0.004357,               0.004357,               0.004357
                    459,                0.72645,                0.57876,                  1.132,                0.78501,                0.72762,                 0.7587,                0.62577,                0.82902,                 0.5321,                 1.1902,              0.0043446,              0.0043446,              0.0043446
                    460,                0.72243,                0.57364,                 1.1272,                0.78472,                0.72886,                0.75871,                0.62557,                 0.8292,                0.53201,                 1.1903,              0.0043323,              0.0043323,              0.0043323
                    461,                0.72888,                0.57437,                 1.1297,                0.78521,                0.72879,                0.75891,                 0.6263,                0.82915,                0.53214,                 1.1903,              0.0043199,              0.0043199,              0.0043199
                    462,                0.72075,                0.57239,                 1.1285,                0.78447,                0.72881,                0.75888,                0.62618,                0.82923,                0.53215,                 1.1904,              0.0043075,              0.0043075,              0.0043075
                    463,                0.71655,                0.57241,                 1.1268,                0.78249,                0.72724,                0.75676,                0.62674,                0.82931,                 0.5315,                 1.1903,              0.0042951,              0.0042951,              0.0042951
                    464,                0.72508,                0.58172,                 1.1309,                0.78391,                0.72918,                 0.7595,                0.62698,                0.82924,                0.53204,                 1.1902,              0.0042828,              0.0042828,              0.0042828
                    465,                0.71809,                0.57618,                 1.1278,                0.78219,                0.73068,                0.75962,                0.62729,                0.82962,                0.53253,                 1.1905,              0.0042704,              0.0042704,              0.0042704
                    466,                0.72784,                0.57445,                 1.1287,                0.78294,                0.73016,                0.75988,                0.62754,                0.82995,                0.53273,                 1.1905,               0.004258,               0.004258,               0.004258
                    467,                0.72658,                 0.5765,                   1.13,                0.78176,                0.73102,                0.75989,                0.62716,                0.82983,                0.53282,                 1.1905,              0.0042456,              0.0042456,              0.0042456
                    468,                0.71993,                0.57136,                 1.1249,                0.77982,                0.73282,                 0.7599,                0.62699,                0.82996,                0.53298,                 1.1905,              0.0042333,              0.0042333,              0.0042333
                    469,                0.71825,                 0.5735,                 1.1228,                0.77934,                 0.7349,                0.75999,                0.62706,                0.82997,                0.53297,                 1.1905,              0.0042209,              0.0042209,              0.0042209
                    470,                 0.7235,                0.56022,                 1.1251,                0.77746,                0.73569,                0.76009,                0.62704,                0.82995,                0.53321,                 1.1904,              0.0042085,              0.0042085,              0.0042085
                    471,                0.72545,                0.58273,                 1.1296,                0.77654,                0.73649,                0.75964,                0.62674,                0.83019,                0.53353,                 1.1905,              0.0041961,              0.0041961,              0.0041961
                    472,                0.72476,                0.57265,                 1.1272,                  0.776,                0.73657,                0.75966,                 0.6265,                0.83025,                0.53381,                 1.1906,              0.0041837,              0.0041837,              0.0041837
                    473,                0.72904,                0.58018,                 1.1286,                 0.7779,                0.73604,                 0.7598,                0.62666,                0.83034,                0.53409,                 1.1907,              0.0041714,              0.0041714,              0.0041714
                    474,                0.72421,                0.57461,                 1.1254,                0.77455,                 0.7364,                0.75972,                0.62646,                0.83065,                0.53422,                 1.1909,               0.004159,               0.004159,               0.004159
                    475,                0.71347,                0.56808,                 1.1221,                0.77444,                0.73637,                0.75979,                0.62651,                0.83077,                0.53419,                 1.1909,              0.0041466,              0.0041466,              0.0041466
                    476,                0.72284,                0.57092,                 1.1238,                0.77286,                0.73196,                  0.757,                0.62609,                0.83073,                0.53411,                 1.1908,              0.0041342,              0.0041342,              0.0041342
                    477,                0.71446,                0.56961,                 1.1232,                0.77149,                0.73327,                0.75721,                0.62614,                0.83097,                0.53428,                 1.1909,              0.0041219,              0.0041219,              0.0041219
                    478,                0.72345,                0.57312,                 1.1245,                0.77125,                0.73499,                0.75719,                0.62642,                0.83091,                0.53423,                 1.1908,              0.0041095,              0.0041095,              0.0041095
                    479,                0.71843,                0.56842,                  1.121,                0.77074,                 0.7353,                 0.7571,                0.62606,                0.83098,                0.53478,                  1.191,              0.0040971,              0.0040971,              0.0040971
                    480,                0.72271,                 0.5686,                 1.1228,                0.77246,                0.73714,                0.75981,                0.62667,                0.83103,                0.53483,                 1.1909,              0.0040847,              0.0040847,              0.0040847
                    481,                0.71748,                0.56385,                 1.1254,                0.77174,                0.73752,                0.75982,                0.62607,                0.83082,                0.53508,                 1.1907,              0.0040724,              0.0040724,              0.0040724
                    482,                0.72156,                 0.5673,                  1.124,                0.77139,                0.73797,                0.75989,                0.62635,                0.83082,                0.53523,                 1.1907,                0.00406,                0.00406,                0.00406
                    483,                0.71713,                0.56813,                 1.1223,                0.77075,                0.73835,                0.75995,                0.62623,                0.83096,                0.53537,                 1.1908,              0.0040476,              0.0040476,              0.0040476
                    484,                0.71885,                0.56966,                 1.1272,                0.77032,                0.73678,                0.75733,                0.62652,                0.83102,                0.53524,                 1.1908,              0.0040352,              0.0040352,              0.0040352
                    485,                 0.7187,                0.56914,                 1.1225,                0.77047,                0.73672,                0.75766,                0.62651,                0.83083,                0.53512,                 1.1908,              0.0040229,              0.0040229,              0.0040229
                    486,                0.71594,                0.56605,                 1.1241,                0.77058,                0.73664,                0.75763,                0.62625,                0.83091,                0.53519,                 1.1907,              0.0040105,              0.0040105,              0.0040105
                    487,                0.71261,                0.55913,                 1.1226,                0.77106,                0.73646,                0.75782,                0.62651,                0.83086,                0.53524,                 1.1906,              0.0039981,              0.0039981,              0.0039981
                    488,                0.71581,                0.57362,                 1.1255,                0.77124,                 0.7365,                0.75766,                0.62652,                0.83062,                0.53529,                 1.1903,              0.0039857,              0.0039857,              0.0039857
                    489,                0.71221,                0.55402,                 1.1157,                 0.7711,                0.73627,                0.75782,                0.62662,                0.83085,                0.53537,                 1.1905,              0.0039734,              0.0039734,              0.0039734
                    490,                0.71893,                0.56757,                 1.1224,                0.77182,                0.73651,                0.75798,                0.62652,                0.83088,                0.53564,                 1.1904,               0.003961,               0.003961,               0.003961
                    491,                0.71476,                0.56599,                 1.1194,                0.77183,                0.73614,                0.75797,                0.62632,                0.83077,                0.53553,                 1.1904,              0.0039486,              0.0039486,              0.0039486
                    492,                0.71266,                 0.5651,                 1.1221,                0.77168,                 0.7359,                 0.7582,                 0.6261,                0.83061,                0.53581,                 1.1904,              0.0039362,              0.0039362,              0.0039362
                    493,                0.70371,                0.56404,                  1.113,                0.77163,                0.73606,                0.75822,                0.62654,                0.83062,                0.53593,                 1.1903,              0.0039239,              0.0039239,              0.0039239
                    494,                0.70978,                0.55825,                 1.1207,                0.77149,                0.73598,                0.75817,                0.62651,                0.83067,                0.53598,                 1.1903,              0.0039115,              0.0039115,              0.0039115
                    495,                  0.718,                0.56259,                 1.1211,                0.77145,                0.73599,                0.75813,                0.62628,                0.83029,                0.53582,                   1.19,              0.0038991,              0.0038991,              0.0038991
                    496,                0.70603,                0.56431,                   1.12,                0.77115,                0.73551,                0.75804,                0.62597,                0.83013,                0.53571,                 1.1899,              0.0038867,              0.0038867,              0.0038867
                    497,                0.70869,                0.55497,                 1.1153,                0.77108,                0.73528,                0.75817,                 0.6261,                0.83008,                0.53605,                 1.1898,              0.0038744,              0.0038744,              0.0038744
                    498,                0.70315,                0.54825,                  1.118,                 0.7711,                0.73529,                0.75816,                0.62631,                0.82959,                 0.5361,                 1.1892,               0.003862,               0.003862,               0.003862
                    499,                0.71201,                0.56023,                 1.1192,                0.76911,                 0.7341,                0.75831,                0.62586,                 0.8297,                0.53606,                 1.1893,              0.0038496,              0.0038496,              0.0038496
                    500,                0.71256,                0.56917,                 1.1231,                0.76924,                0.73407,                0.75814,                 0.6262,                0.82989,                 0.5363,                 1.1893,              0.0038372,              0.0038372,              0.0038372
                    501,                0.70278,                0.55049,                 1.1108,                0.76879,                0.73428,                0.75832,                0.62636,                0.82988,                0.53609,                 1.1893,              0.0038249,              0.0038249,              0.0038249
                    502,                0.70869,                  0.561,                 1.1133,                0.76887,                0.73428,                0.75822,                0.62631,                0.82985,                0.53633,                 1.1894,              0.0038125,              0.0038125,              0.0038125
                    503,                0.69802,                0.55212,                 1.1116,                0.76834,                0.73407,                0.75819,                0.62647,                0.82998,                0.53686,                 1.1894,              0.0038001,              0.0038001,              0.0038001
                    504,                0.70544,                0.55292,                 1.1142,                0.76816,                0.73408,                0.75839,                0.62656,                0.82999,                0.53657,                 1.1895,              0.0037878,              0.0037878,              0.0037878
                    505,                 0.7074,                0.55729,                 1.1177,                0.76775,                0.73417,                 0.7583,                0.62655,                0.83011,                0.53687,                 1.1896,              0.0037754,              0.0037754,              0.0037754
                    506,                 0.7095,                0.55471,                 1.1149,                0.76529,                0.73562,                0.75828,                0.62639,                0.83036,                0.53694,                 1.1897,               0.003763,               0.003763,               0.003763
                    507,                 0.7062,                0.55301,                 1.1106,                0.76842,                0.73386,                0.75846,                0.62645,                0.83043,                0.53684,                 1.1897,              0.0037506,              0.0037506,              0.0037506
                    508,                0.70739,                0.56502,                 1.1185,                0.76819,                0.73408,                0.75845,                0.62666,                0.83046,                0.53708,                 1.1898,              0.0037383,              0.0037383,              0.0037383
                    509,                0.70233,                0.54927,                 1.1129,                0.76831,                0.73402,                0.75844,                0.62638,                0.83058,                0.53749,                 1.1899,              0.0037259,              0.0037259,              0.0037259
                    510,                 0.7104,                0.56767,                 1.1206,                0.76586,                0.73547,                0.75851,                0.62623,                0.83045,                0.53737,                 1.1898,              0.0037135,              0.0037135,              0.0037135
                    511,                0.70627,                0.54783,                  1.116,                0.76852,                0.73432,                0.75848,                0.62598,                0.83038,                0.53769,                 1.1897,              0.0037011,              0.0037011,              0.0037011
                    512,                0.70306,                0.55463,                 1.1152,                0.76873,                0.73422,                0.75848,                0.62675,                0.83033,                0.53781,                 1.1897,              0.0036888,              0.0036888,              0.0036888
                    513,                0.70324,                0.55373,                 1.1161,                0.76867,                0.73423,                0.75823,                0.62592,                0.83027,                0.53751,                 1.1896,              0.0036764,              0.0036764,              0.0036764
                    514,                0.71098,                0.55589,                 1.1173,                0.76901,                0.73348,                0.75798,                0.62647,                0.83028,                0.53742,                 1.1894,               0.003664,               0.003664,               0.003664
                    515,                0.69437,                0.55655,                 1.1131,                0.76903,                0.73339,                0.75797,                0.62671,                0.83008,                0.53771,                 1.1894,              0.0036516,              0.0036516,              0.0036516
                    516,                 0.6967,                0.55152,                 1.1107,                0.76935,                0.73341,                0.75789,                0.62676,                0.83014,                0.53772,                 1.1894,              0.0036393,              0.0036393,              0.0036393
                    517,                0.69767,                0.53831,                 1.1093,                0.76852,                0.73355,                0.75788,                0.62625,                0.83004,                0.53738,                 1.1894,              0.0036269,              0.0036269,              0.0036269
                    518,                0.70101,                0.55122,                 1.1136,                0.76933,                0.73323,                0.75793,                0.62656,                0.82996,                0.53726,                 1.1892,              0.0036145,              0.0036145,              0.0036145
                    519,                0.70007,                0.54525,                 1.1139,                0.77161,                0.73065,                0.75798,                0.62652,                0.82979,                0.53753,                 1.1892,              0.0036021,              0.0036021,              0.0036021
                    520,                0.69757,                0.53574,                 1.1083,                0.77083,                0.73064,                0.75836,                0.62733,                0.82969,                0.53742,                 1.1892,              0.0035898,              0.0035898,              0.0035898
                    521,                0.70386,                0.54925,                 1.1142,                0.76943,                0.73274,                0.75825,                0.62684,                0.82963,                0.53745,                 1.1891,              0.0035774,              0.0035774,              0.0035774
                    522,                0.69184,                0.54911,                 1.1075,                0.76929,                0.73259,                0.75858,                 0.6274,                0.82954,                0.53751,                 1.1892,               0.003565,               0.003565,               0.003565
                    523,                0.69185,                0.54606,                 1.1112,                0.77038,                0.73223,                0.75896,                0.62722,                0.82948,                0.53764,                 1.1891,              0.0035526,              0.0035526,              0.0035526
                    524,                0.69378,                0.54252,                 1.1078,                 0.7701,                0.73235,                 0.7589,                0.62746,                 0.8294,                0.53813,                 1.1892,              0.0035403,              0.0035403,              0.0035403
                    525,                0.69291,                0.53965,                 1.1058,                0.77059,                0.73309,                0.75893,                0.62736,                0.82945,                0.53794,                 1.1892,              0.0035279,              0.0035279,              0.0035279
                    526,                0.69779,                0.54485,                 1.1131,                0.76935,                0.73507,                0.75884,                0.62737,                0.82955,                0.53801,                 1.1894,              0.0035155,              0.0035155,              0.0035155
                    527,                0.69677,                 0.5523,                 1.1122,                0.76923,                0.73522,                0.75878,                0.62694,                0.82951,                0.53804,                 1.1893,              0.0035031,              0.0035031,              0.0035031
                    528,                0.68171,                0.53489,                 1.1023,                0.76883,                0.73473,                0.75873,                0.62675,                0.82941,                0.53794,                 1.1895,              0.0034908,              0.0034908,              0.0034908
                    529,                0.69627,                 0.5455,                 1.1118,                0.76946,                0.73486,                0.75877,                0.62684,                0.82946,                 0.5386,                 1.1895,              0.0034784,              0.0034784,              0.0034784
                    530,                0.69141,                0.53801,                 1.1076,                 0.7693,                0.73607,                0.75848,                0.62648,                0.82945,                0.53856,                 1.1896,               0.003466,               0.003466,               0.003466
                    531,                 0.6989,                0.54141,                 1.1094,                0.76893,                0.73623,                0.75887,                0.62651,                0.82942,                 0.5382,                 1.1896,              0.0034536,              0.0034536,              0.0034536
                    532,                0.69309,                0.53876,                 1.1069,                0.76779,                0.73621,                0.75862,                  0.626,                0.82928,                0.53812,                 1.1896,              0.0034413,              0.0034413,              0.0034413
                    533,                0.68746,                 0.5415,                 1.1049,                0.76754,                0.73597,                0.75924,                0.62641,                0.82941,                0.53835,                 1.1897,              0.0034289,              0.0034289,              0.0034289
                    534,                 0.6977,                0.54016,                 1.1068,                0.76699,                0.73622,                0.75925,                 0.6268,                0.82935,                0.53809,                 1.1897,              0.0034165,              0.0034165,              0.0034165
                    535,                0.69226,                0.53333,                 1.1055,                0.76771,                 0.7364,                0.75968,                0.62711,                0.82959,                0.53802,                   1.19,              0.0034041,              0.0034041,              0.0034041
                    536,                 0.6985,                0.53787,                 1.1089,                0.76789,                0.73655,                0.75951,                0.62717,                0.82942,                0.53828,                 1.1898,              0.0033918,              0.0033918,              0.0033918
                    537,                0.69615,                0.54293,                 1.1064,                0.76793,                0.73644,                0.75955,                0.62701,                0.82939,                0.53846,                 1.1898,              0.0033794,              0.0033794,              0.0033794
                    538,                0.68455,                0.53175,                 1.0995,                0.76681,                0.73605,                0.75942,                0.62696,                0.82884,                0.53848,                 1.1894,               0.003367,               0.003367,               0.003367
                    539,                0.68296,                0.53726,                 1.1045,                 0.7668,                0.73574,                0.75963,                0.62711,                0.82904,                 0.5389,                 1.1895,              0.0033546,              0.0033546,              0.0033546
                    540,                0.68905,                0.53006,                 1.1061,                0.76677,                0.73909,                0.75982,                0.62689,                0.82887,                0.53847,                 1.1894,              0.0033423,              0.0033423,              0.0033423
                    541,                0.69562,                0.55282,                 1.1091,                0.76765,                0.73835,                0.75986,                0.62665,                0.82911,                0.53878,                 1.1896,              0.0033299,              0.0033299,              0.0033299
                    542,                0.68945,                0.53325,                 1.1061,                0.76707,                 0.7379,                0.75932,                0.62667,                0.82899,                0.53889,                 1.1895,              0.0033175,              0.0033175,              0.0033175
                    543,                0.69087,                0.53624,                 1.1087,                0.76759,                0.73671,                0.75915,                0.62619,                 0.8288,                0.53856,                 1.1893,              0.0033051,              0.0033051,              0.0033051
                    544,                0.68416,                 0.5336,                 1.1036,                0.77069,                0.73312,                0.75913,                0.62595,                0.82886,                0.53863,                 1.1893,              0.0032928,              0.0032928,              0.0032928
                    545,                0.69349,                0.53753,                 1.1067,                0.76701,                0.73814,                0.75904,                0.62601,                0.82875,                0.53927,                 1.1894,              0.0032804,              0.0032804,              0.0032804
                    546,                 0.6975,                0.54378,                 1.1103,                 0.7684,                0.73812,                  0.759,                0.62598,                0.82844,                0.53918,                 1.1893,               0.003268,               0.003268,               0.003268
                    547,                 0.6846,                0.53391,                 1.1067,                0.76696,                0.73814,                0.75901,                0.62617,                0.82861,                0.53905,                 1.1893,              0.0032556,              0.0032556,              0.0032556
                    548,                0.68636,                0.53562,                 1.1004,                0.77217,                0.73479,                0.75899,                0.62605,                 0.8286,                 0.5391,                 1.1894,              0.0032433,              0.0032433,              0.0032433
                    549,                0.67402,                0.53552,                 1.0977,                0.76597,                0.73749,                0.75918,                0.62575,                0.82848,                0.53915,                 1.1893,              0.0032309,              0.0032309,              0.0032309
                    550,                 0.6802,                0.53027,                 1.1001,                0.76763,                0.73734,                0.75924,                0.62616,                0.82864,                0.53954,                 1.1893,              0.0032185,              0.0032185,              0.0032185
                    551,                0.68638,                0.53443,                  1.097,                0.76705,                0.73735,                0.75939,                0.62595,                0.82824,                0.53966,                 1.1893,              0.0032061,              0.0032061,              0.0032061
                    552,                0.68653,                0.52631,                 1.1062,                0.76701,                 0.7374,                0.75922,                0.62591,                0.82867,                 0.5393,                 1.1895,              0.0031938,              0.0031938,              0.0031938
                    553,                0.68503,                0.53112,                 1.1029,                0.77303,                0.73434,                0.75923,                0.62607,                0.82835,                0.53965,                 1.1891,              0.0031814,              0.0031814,              0.0031814
                    554,                0.67949,                0.53522,                 1.0998,                0.77325,                0.73459,                0.75913,                0.62595,                 0.8282,                0.53989,                 1.1892,               0.003169,               0.003169,               0.003169
                    555,                0.67863,                0.52904,                 1.1002,                0.77417,                0.73447,                0.75953,                0.62628,                0.82833,                0.53964,                 1.1892,              0.0031566,              0.0031566,              0.0031566
                    556,                0.68678,                0.52914,                 1.0977,                0.77407,                0.73487,                0.75945,                0.62588,                0.82838,                0.53975,                 1.1893,              0.0031443,              0.0031443,              0.0031443
                    557,                0.69255,                0.53622,                   1.11,                 0.7742,                0.73494,                0.75956,                0.62629,                0.82831,                0.54003,                 1.1892,              0.0031319,              0.0031319,              0.0031319
                    558,                0.68277,                0.53303,                 1.0996,                 0.7693,                0.73698,                0.75909,                  0.626,                0.82809,                0.53988,                 1.1891,              0.0031195,              0.0031195,              0.0031195
                    559,                0.67751,                0.52935,                  1.099,                0.76718,                0.73713,                 0.7594,                0.62654,                0.82802,                0.54013,                  1.189,              0.0031071,              0.0031071,              0.0031071
                    560,                0.68783,                0.52935,                 1.1009,                0.76514,                0.73716,                0.75911,                0.62639,                0.82801,                0.54056,                  1.189,              0.0030948,              0.0030948,              0.0030948
                    561,                0.68281,                0.52793,                 1.0967,                 0.7653,                0.73715,                0.75886,                0.62658,                0.82802,                0.53992,                 1.1888,              0.0030824,              0.0030824,              0.0030824
                    562,                0.67492,                0.52383,                  1.099,                0.76574,                0.73749,                0.75865,                0.62614,                0.82762,                 0.5401,                 1.1887,                0.00307,                0.00307,                0.00307
                    563,                 0.6774,                0.52672,                 1.0958,                0.76742,                 0.7375,                0.75905,                0.62668,                0.82767,                0.54001,                 1.1888,              0.0030576,              0.0030576,              0.0030576
                    564,                0.66766,                0.51678,                 1.0921,                 0.7684,                 0.7374,                  0.759,                0.62688,                0.82773,                0.53966,                 1.1889,              0.0030452,              0.0030452,              0.0030452
                    565,                0.66705,                 0.5096,                  1.091,                0.76799,                 0.7374,                0.75898,                0.62688,                0.82761,                0.53975,                 1.1889,              0.0030329,              0.0030329,              0.0030329
                    566,                0.68092,                0.52773,                 1.0996,                0.76554,                 0.7374,                0.75889,                0.62659,                 0.8277,                0.53928,                  1.189,              0.0030205,              0.0030205,              0.0030205
